id,postcode,name,id_oblast
968,5300, цюийхмх,8
969,2114, цюирюмебн,23
970,2924, цюирюмхмнбн,1
971,5345, цюирюмхре,8
972,3753, цюирюмжх,6
973,5731, цюкюрю,12
974,3071, цюкюрхм,7
975,3250, цюкхве,7
976,4934, цюкхые,22
977,3342, цюкнбн,7
978,5084, цюмеб днк,5
979,5397, цюмвнбеж,8
980,2271, цюпю анб,23
981,7101, цюпю аъкю,19
982,5120, цюпю цнпмю нпъунбхж,5
983,2109, цюпю екхм оекхм,23
984,8432, цюпю гюбер,2
985,5364, цюпю йпзяреж,8
986,2272, цюпю кюйюрмхй,23
987,3940, цюпю нпеьеж,6
988,4410, цюпю оюгюпдфхй,14
989,6880, цюпю ондйнбю,10
990,6517, цюпю ябхкемцпюд,27
991,7272, цюпю яемнбн,19
992,6489, цюпю яхленмнбцпюд,27
993,7737, цюпю рзпцнбхые,26
994,9780, цюпю ухрпхмн,28
995,3163, цюпю вепеохь,7
996,8604, цюпю ъланк,29
997,5345, цюпбюм,8
998,7589, цюпбюм,20
999,6349, цюпбюмнбн,27
1000,5041, цюьебжх,5
1001,2882, цецю,1
1002,4710, цекю,22
1003,4444, цекелемнбн,14
1004,6856, цемепюк цеьебн,10
1005,8670, цемепюк хмгнбн,29
1006,9150, цемепюк йюмрюпдфхеб,3
1007,9142, цемепюк йхяекнбн,3
1008,9295, цемепюк йнкебн,3
1009,9373, цемепюк йнкебн,9
1010,3732, цемепюк люпхмнбн,6
1011,2873, цемепюк рнднпнб,1
1012,9500, цемепюк рньебн,9
1013,8625, цемепюк рньебн,29
1014,6523, цемепюкнбн,27
1015,6635, цемнбн,10
1016,5307, цемнбжх,8
1017,5301, цемвнбжх,8
1018,5350, цемвнбжх,8
1019,5397, цемъ,8
1020,3470, ценпцх дюлъмнбн,13
1021,6559, ценпцх днапебн,27
1022,8869, цепцебеж,21
1023,5345, цепцхмх,8
1024,1186, цеплюм,23
1025,7219, цежнбн,18
1026,5370, цеью,8
1027,9393, цеьюмнбн,9
1028,5970, цхцем,16
1029,2393, цхцхмжх,15
1030,2250, цхмжх,23
1031,2546, цхпвебжх,11
1032,6215, цхрю,25
1033,5985, цкюбю,16
1034,6295, цкюбюм,25
1035,7543, цкюбюм,20
1036,3468, цкюбюмнбжх,13
1037,2480, цкюбюмнбжх,15
1038,9499, цкюбюмжх,9
1039,4171, цкюбюрюп,17
1040,6738, цкюбюрюпжх,10
1041,3045, цкюбюжх,7
1042,7630, цкюбхмхжю,20
1043,4409, цкюбхмхжю,14
1044,7986, цкюьюрюи,26
1045,5345, цкедюжх,8
1046,6263, цкедювебн,25
1047,6362, цкедйю,27
1048,7879, цкнцхмйю,26
1049,4948, цкнцхмн,22
1050,5080, цкнцнбеж,5
1051,2463, цкнцнбхжю,15
1052,5724, цкнцнбн,12
1053,7294, цкндфебн,19
1054,3327, цкнфеме,7
1055,5740, цкнфеме,12
1056,6572, цкслнбн,27
1057,8429, цкслве,2
1058,5363, цксрмхжхре,8
1059,8866, цкстхьебн,21
1060,6647, цксуюп,10
1061,5370, цксьйю,8
1062,8879, цксьмхй,21
1063,6590, цмегдюпе,27
1064,6675, цмъгднбн,10
1065,4453, цнбедюпе,14
1066,2020, цнбедюпжх,23
1067,3474, цнбефдю,13
1068,2240, цндев,23
1069,2938, цндеьебн,1
1070,2768, цндкебн,1
1071,2366, цнг,15
1072,4791, цнгдебхжю,22
1073,5392, цнгдеийю,8
1074,2036, цнкюй,23
1075,2800, цнкел жюкхл,1
1076,2113, цнкелю пюйнбхжю,23
1077,2667, цнкелю тсвю,11
1078,5070, цнкелюмх,5
1079,5054, цнкелюмхре,5
1080,3839, цнкелюмнбн,6
1081,6358, цнкелюмжх,27
1082,5370, цнкелх азкцюпемх,8
1083,5365, цнкелх ярюмвнбжх,8
1084,3063, цнкелн аюахмн,7
1085,2348, цнкелн асвхмн,15
1086,2204, цнкелн люкнбн,23
1087,2635, цнкелн яекн,11
1088,5573, цнкеж,12
1089,2254, цнкеь,23
1090,7547, цнкеь,20
1091,2818, цнкеьнбн,1
1092,9114, цнкхжю,3
1093,6793, цнкнапюд,10
1094,6386, цнкнапюднбн,27
1095,2690, цнкъл бзпанбмхй,11
1096,6932, цнкъл дебеяхк,10
1097,8757, цнкъл депбемр,29
1098,6245, цнкъл днк,25
1099,7459, цнкъл хгбнп,18
1100,6395, цнкъл хгбнп,27
1101,5741, цнкъл хгбнп,12
1102,8624, цнкъл люмюярхп,29
1103,7444, цнкъл онпнбеж,18
1104,4193, цнкъл вюпдюй,17
1105,6744, цнкълю аюпю,10
1106,5753, цнкълю апеярмхжю,12
1107,7452, цнкълю бндю,18
1108,6476, цнкълю днкхмю,27
1109,5670, цнкълю фекъгмю,12
1110,6940, цнкълю вхмйю,10
1111,6424, цнкълн юяемнбн,27
1112,4473, цнкълн аекнбн,14
1113,8329, цнкълн асйнбн,2
1114,7065, цнкълн бпюмнбн,19
1115,7848, цнкълн цпюдхые,26
1116,7960, цнкълн днкъме,26
1117,6146, цнкълн дпъмнбн,25
1118,6925, цнкълн йюлемъме,10
1119,8729, цнкълн йпсьебн,29
1120,7789, цнкълн мнбн,18
1121,3058, цнкълн оеыеме,7
1122,7778, цнкълн янйнкнбн,26
1123,5743, цнкълн сяне,12
1124,7924, цнкълн жзпйбхые,26
1125,8863, цнкълн внвнбемх,21
1126,2231, цнкъмнбжх,23
1127,3772, цнлнрюпжх,6
1128,5552, цнпюм,12
1129,5035, цнпюмнбжх,5
1130,2565, цнпюмнбжх,11
1131,2834, цнпеле,1
1132,5050, цнпем емебеж,5
1133,9100, цнпем вхткхй,3
1134,9101, цнпхжю,3
1135,9558, цнпхжю,9
1136,8225, цнпхжю,2
1137,7854, цнпхжю,26
1138,9688, цнпхвюме,9
1139,7337, цнпхвебн,18
1140,4788, цнпмю юпдю,22
1141,3544, цнпмю аекю певйю,13
1142,3155, цнпмю аеьнбхжю,7
1143,4657, цнпмю ахпйнбю,14
1144,2842, цнпмю апегмхжю,1
1145,2575, цнпмю апеярмхжю,11
1146,2046, цнпмю бюяхкхжю,23
1147,3484, цнпмю бепемхжю,13
1148,2439, цнпмю бпюавю,15
1149,2459, цнпмю цкнцнбхжю,15
1150,2535, цнпмю цпюыхжю,11
1151,2419, цнпмю дхйюмъ,15
1152,4648, цнпмю дзаебю,14
1153,7969, цнпмю гкюрхжю,26
1154,7865, цнпмю йюадю,26
1155,3463, цнпмю йнбювхжю,13
1156,2687, цнпмю йнгмхжю,11
1157,3154, цнпмю йпелемю,7
1158,6685, цнпмю йпеоняр,10
1159,2827, цнпмю йпсьхжю,1
1160,6952, цнпмю йскю,10
1161,5227, цнпмю кхомхжю,5
1162,3458, цнпмю ксйю,13
1163,2131, цнпмю люкхмю,23
1164,4196, цнпмю люуюкю,17
1165,2491, цнпмю лекмю,15
1166,5869, цнпмю лхрпнонкхъ,16
1167,5100, цнпмю нпъунбхжю,5
1168,2836, цнпмю пхамхжю,1
1169,5448, цнпмю пняхжю,8
1170,2399, цнпмю яейхпмю,15
1171,5294, цнпмю ярсдемю,5
1172,2811, цнпмю ясьхжю,1
1173,5089, цнпмю уюдфхияйю,5
1174,7913, цнпмю усаюбйю,26
1175,1806, цнпмх анцпнб,23
1176,3343, цнпмх бюдхм,7
1177,5380, цнпмх бзпохыю,8
1178,6485, цнпмх цкюбюмюй,27
1179,5367, цнпмх дюлъмнбжх,8
1180,4368, цнпмх днлкъм,17
1181,5380, цнпмх дпюцнивю,8
1182,5880, цнпмх дзамхй,16
1183,2557, цнпмх йнпхрем,11
1184,5096, цнпмх йпюи,5
1185,3960, цнпмх кнл,6
1186,5360, цнпмх люпемжх,8
1187,2027, цнпмх нйнк,23
1188,5360, цнпмх пюдйнбжх,8
1189,2371, цнпмх пнлюмжх,15
1190,5098, цнпмх рюмвебжх,5
1191,3632, цнпмх жхазп,13
1192,5360, цнпмх жнмебжх,8
1193,6954, цнпмх чпсжх,10
1194,5991, цнпмхй,16
1195,7173, цнпмн юакюмнбн,19
1196,8883, цнпмн юкейяюмдпнбн,21
1197,6219, цнпмн аекнбн,25
1198,6053, цнпмн анребн,25
1199,6388, цнпмн бнибндхмн,27
1200,4456, цнпмн бзпьхкн,14
1201,2797, цнпмн дпюцкхые,1
1202,2963, цнпмн дпъмнбн,1
1203,6181, цнпмн хгбнпнбн,25
1204,2138, цнпмн йюлюпжх,23
1205,2556, цнпмн йнахке,11
1206,7927, цнпмн йнгюпебн,26
1207,2783, цнпмн йпюхые,1
1208,6871, цнпмн йзохмнбн,10
1209,6585, цнпмн ксйнбн,27
1210,7939, цнпмн мнбйнбн,26
1211,6225, цнпмн мнбн яекн,25
1212,3547, цнпмн нгхпнбн,13
1213,2756, цнпмн няемнбн,1
1214,5549, цнпмн оюбкхйеме,12
1215,3052, цнпмн оеыеме,7
1216,6486, цнпмн онке,27
1217,6780, цнпмн опюунбн,10
1218,2213, цнпмн яекн,23
1219,2824, цнпмн яоюмвебн,1
1220,6151, цнпмн язупюме,25
1221,5614, цнпмн рпюое,12
1222,2561, цнпмн симн,11
1223,2727, цнпмн узпянбн,1
1224,3487, цнпмн жепнбеме,13
1225,6165, цнпмн вепйнбхые,25
1226,8343, цнпмн ъазкйнбн,2
1227,5304, цнпмнбю лнцхкю,8
1228,6574, цнпмняекжх,27
1229,4253, цнпмнякюб,17
1230,5748, цнпмнрн яекн,12
1231,4776, цнпнбн,22
1232,8469, цнпнбн,2
1233,7288, цнпнжбер,18
1234,2496, цнпнвебжх,15
1235,5083, цнпяйю,5
1236,8721, цнпяйю онкъмю,29
1237,5132, цнпяйх цнпем рпзлае,5
1238,5131, цнпяйх днкем рпзлае,5
1239,6420, цнпяйх хгбнп,27
1240,6864, цнпяйх хгбнп,10
1241,5167, цнпяйх яемнбеж,5
1242,6590, цнпяйн,27
1243,7847, цнпяйн юакюмнбн,26
1244,6800, цнпяйн дчкебн,10
1245,5238, цнпяйн йюксцепнбн,5
1246,5235, цнпяйн йнянбн,5
1247,5075, цнпяйн мнбн яекн,5
1248,5088, цнпяйн охяюпебн,5
1249,7947, цнпяйн яекн,26
1250,5557, цнпяйн якхбнбн,12
1251,5888, цнпрюкнбн,16
1252,9689, цнпсм,9
1253,2191, цнпсмюйю,23
1254,5722, цнпсмэнбн,12
1255,2882, цнпвебн,1
1256,5367, цнпъмх,8
1257,9107, цняондхмнбн,3
1258,7561, цняондхмнбн,20
1259,2914, цняондхмжх,1
1260,5390, цнярхкхжю,8
1261,5864, цнярхкъ,16
1262,5543, цнярхмъ,12
1263,2773, цнярсм,1
1264,2900, цнже деквеб,1
1265,2755, цпюдебн,1
1266,5732, цпюдефмхжю,12
1267,3780, цпюдеж,6
1268,2239, цпюдеж,23
1269,8990, цпюдеж,21
1270,3074, цпюдеьмхжю,7
1271,5879, цпюдхмю,16
1272,7239, цпюдхмю,18
1273,4290, цпюдхмю,17
1274,9243, цпюдхмюпнбн,3
1275,9552, цпюдхмх,9
1276,7964, цпюдхмйю,26
1277,5910, цпюдхые,16
1278,5435, цпюдхые,8
1279,9803, цпюдхые,28
1280,5439, цпюдмхжю,8
1281,9498, цпюдмхжю,9
1282,8852, цпюдяйн,21
1283,3835, цпюдяйнбяйх йнкхах,6
1284,4749, цпюдзр,22
1285,3830, цпюлюдю,6
1286,2679, цпюлюде,11
1287,4968, цпюлюде,22
1288,2574, цпюлюдфюмн,11
1289,8370, цпюлюрхйнбн,2
1290,5099, цпюлюрхжх,5
1291,6252, цпюмхр,25
1292,8333, цпюмхреж,2
1293,3914, цпюмхрнбн,6
1294,8740, цпюмхрнбн,29
1295,2589, цпюмхжю,11
1296,3934, цпюмхвюй,6
1297,8347, цпюмхвюп,2
1298,9669, цпюмхвюп,9
1299,4198, цпют хцмюрхебн,17
1300,8938, цпютхрнбн,21
1301,4618, цпюьебн,14
1302,4714, цпюыхжю,22
1303,7960, цпеебжх,26
1304,5841, цпхбхжю,16
1305,6965, цпхбйю,10
1306,6890, цпхбъй,10
1307,2108, цпхцнпебн,23
1308,8464, цпнгдем,2
1309,9106, цпнгдэнбн,3
1310,2062, цпнгдэнбжх,23
1311,3444, цпнльхм,13
1312,4815, цпнунрмн,22
1313,6809, цпсебн,10
1314,5300, цпзакебжх,8
1315,2213, цпзкяйю оюдхмю,23
1316,7669, цпзмвюпнбн,20
1317,2255, цсаеь,23
1318,2274, цсахякюб,23
1319,6590, цсцсрйю,27
1320,4792, цсдебхжю,22
1321,6943, цскхийю,10
1322,6926, цскхъ,10
1323,5960, цскъмжх,16
1324,5654, цслнымхй,12
1325,2567, цспаюмнбжх,11
1326,6830, цспцскхжю,10
1327,2223, цспцскър,23
1328,9644, цспйнбн,9
1329,2145, цспйнбн,23
1330,6199, цспйнбн,25
1331,2226, цсплюгнбн,23
1332,9969, цсякю,28
1333,9479, цсякюп,9
1334,2045, цсжюк,23
1335,5333, цзаеме,8
1336,8220, цзкзаеж,2
1337,6366, цзкзаеж,27
1338,8642, цзкзахмжх,29
1339,2426, цзкзамхй,15
1340,4938, цзкзанбн,22
1341,2789, цзкзанбн,1
1342,6280, цзкзанбн,25
1343,4125, цзкзанбн,17
1344,2223, цзкзанбжх,23
1345,3785, цзлгнбн,6
1346,2550, цзпахмн,11
1347,6760, цзпахые,10
1348,5087, цзпдебжх,5
1349,2381, цзпкн,15
1350,2568, цзпкъмн,11
1351,2960, цзплем,1
1352,4991, цзпмюрх,22
1353,5370, цзпмъ,8
1354,7844, цзпвхмнбн,26
1355,6651, цзяйнбн,10
1356,4811, цэнбпем,22
1357,2570, цчеьебн,11
1358,8249, цчкэнбжю,2
1359,2875, цчпцебн,1
1360,3932, цчпцхв,6
1361,5083, дюбепх,5
1362,4944, дюбхдйнбн,22
1363,7563, дюбхднбн,20
1364,7758, дюбхднбн,26
1365,2779, дюцнмнбн,1
1366,5365, дюебжх,8
1367,5084, дюимнбжх,5
1368,2813, дюлъмхжю,1
1369,5437, дюлъмнбн,8
1370,6943, дюмюхкнбн,10
1371,6261, дюяйюк юрюмюянбн,25
1372,6707, дюяйюкнбн,10
1373,7150, дбе лнцхкх,19
1374,4949, дбе рнонкх,22
1375,2541, дбнпхые,11
1376,6193, дбнпхые,25
1377,5307, деаек дък,8
1378,5030, деаекеж,5
1379,2416, деаекх кюй,15
1380,5084, деаекх пзр,5
1381,8314, деаекр,2
1382,5435, деаекжнбн,8
1383,4946, деаекъмнбн,22
1384,5657, деамебн,12
1385,5958, деанбн,16
1386,2748, деанвхжю,1
1387,2961, деапем,1
1388,9353, деапеме,9
1389,2803, деапеме,1
1390,4414, деапзыхжю,14
1391,3065, дебеме,7
1392,5995, дебемжх,16
1393,6934, дебеяхкхжю,10
1394,6933, дебеяхкнбн,10
1395,8480, деберюй,2
1396,5555, деберюйх,12
1397,5050, деберюжхре,5
1398,8474, деберхмжх,2
1399,4800, дебхм,22
1400,7972, дебхмн,26
1401,6833, дебхмжх,10
1402,9160, дебмъ,3
1403,4106, дедебн,17
1404,6861, дедеж,10
1405,5089, дедхмю,5
1406,5089, дедхмжх,5
1407,5935, дейнб,16
1408,2728, декбхмн,1
1409,6896, декбхмн,10
1410,3795, декеимю,6
1411,5084, декнбю люуюкю,5
1412,2917, деквебн,1
1413,7427, деквебн,18
1414,2225, декъм,23
1415,2652, декъм,11
1416,5292, декъмнбжх,5
1417,8726, деммхжю,29
1418,9772, деммхжю,28
1419,5377, демвебжх,8
1420,6539, депбхьйю лнцхкю,27
1421,5780, деплюмжх,12
1422,9111, дерекхмю,3
1423,8483, дерекхмю,2
1424,5041, девйнбжх,5
1425,2060, дфюлсгнбжх,23
1426,6908, дфюмйю,10
1427,6850, дфеаек,10
1428,6824, дфекеояйн,10
1429,2648, дфеплюм,11
1430,6872, дфепнбн,10
1431,2812, дфхцспнбн,1
1432,2085, дфхкъяйнбхжю,23
1433,8691, дфхмнр,29
1434,2483, дфхмвнбжх,15
1435,5645, дфнйюпх,12
1436,5146, дфскчмхжю,5
1437,7137, дфскчмхжю,19
1438,5343, дфслпххре,8
1439,2085, дфсмнбхре йньюпх,23
1440,4241, дфспйнбн,17
1441,2163, дфспнбн,23
1442,5380, дфспнбжх,8
1443,6772, дхюлюмднбн,10
1444,9811, дхахв,28
1445,3492, дхбю якюрхмю,13
1446,5345, дхбежх,8
1447,2457, дхбкъ,15
1448,2350, дхбнрхмн,15
1449,5727, дхбвнбнрн,12
1450,4994, дхлюмнбн,22
1451,5363, дхлхебжх,8
1452,6259, дхлхрпхебн,25
1453,6400, дхлхрпнбцпюд,27
1454,5050, дхлхрпнбжх,5
1455,6518, дхлхрпнбве,27
1456,3750, дхлнбн,6
1457,4757, дхлнбн,22
1458,5035, дхлнбжх,5
1459,6192, дхлнбжх,25
1460,5234, дхлвю,5
1461,8159, дхлвебн,2
1462,6340, дхмебн,27
1463,4149, дхмй,17
1464,4458, дхмйюрю,14
1465,3783, дхмйнбхжю,6
1466,3921, дхмйнбн,6
1467,6268, дхмъ,25
1468,4927, дхпюкн,22
1469,5886, дхяебхжю,16
1470,5441, дхялюмхжю,8
1471,7625, дхвебн,20
1472,5059, дхвхм,5
1473,6432, дкзцмебн,27
1474,5392, дкзцмъ,8
1475,7997, дкзфйю онкъмю,26
1476,9789, дкзфйн,28
1477,2582, дкзувебн - яюакъп,11
1478,6947, днанпяйн,10
1479,8580, днапю онкъмю,2
1480,2279, днапюбхжю,23
1481,4259, днапюкзй,17
1482,4917, днапебю вепеью,22
1483,9399, днапебн,9
1484,5095, днапебжх,5
1485,5365, днапебжх,8
1486,5762, днапебжх,12
1487,5380, днапемхре,8
1488,9782, днапх бнимхйнбн,28
1489,9128, днапх днк,3
1490,3667, днапх днк,13
1491,4292, днапх днк,17
1492,2559, днапх днк,11
1493,5149, днапх дък,5
1494,2838, днапх кюйх,1
1495,9402, днапхм,9
1496,9216, днапхмю,3
1497,2777, днапхмхые,1
1498,8477, днапхмнбн,2
1499,6670, днапхмнбн,10
1500,6857, днапхмжх,10
1501,6437, днапхв,27
1502,9300, днапхв,9
1503,8724, днапхв,29
1504,4405, днапнбмхжю,14
1505,2662, днапнбн,11
1506,9145, днапнцкед,3
1507,5658, днапндюм,12
1508,3253, днапнкебн,7
1509,8552, днапнлхп,2
1510,5430, днапнлхпйю,8
1511,6861, днапнлхпжх,10
1512,9281, днапнокндмн,3
1513,6560, днапняекеж,27
1514,1247, днапнякюбжх,23
1515,4256, днапнярюм,17
1516,2919, днапнрхмн,1
1517,7990, днапнрхжю,26
1518,7531, днапнрхжю,20
1519,9282, днапнрхв,3
1520,7548, днапсдфюмйю,20
1521,3069, днапсью,7
1522,2799, дназпяйн,1
1523,2289, дназпвхм,23
1524,2115, днцюмнбн,23
1525,2547, днфдебхжю,11
1526,5035, днимнбжх,5
1527,6799, днипюмжх,10
1528,9961, днипюмжх,28
1529,5550, днипемжх,12
1530,2734, днйюрхвебн,1
1531,3449, днйрнп иняхтнбн,13
1532,2497, днйэнбжх,15
1533,4985, днкем,22
1534,2968, днкем,1
1535,5050, днкем емебеж,5
1536,2887, днкеме,1
1537,2811, днкемх,1
1538,7682, днкеж,20
1539,7858, днкеж,26
1540,4921, днкхе,22
1541,9358, днкхмю,9
1542,9947, днкхмю,28
1543,2637, днкхярнбн,11
1544,9152, днкхые,3
1545,6663, днкхые,10
1546,2040, днкмю аюмъ,23
1547,3545, днкмю аекю певйю,13
1548,3143, днкмю аеьнбхжю,7
1549,2034, днкмю бюяхкхжю,23
1550,3485, днкмю бепемхжю,13
1551,2458, днкмю бпюавю,15
1552,2843, днкмю цпюдеьмхжю,1
1553,2536, днкмю цпюыхжю,11
1554,2420, днкмю дхйюмъ,15
1555,4655, днкмю дзаебю,14
1556,7968, днкмю гкюрхжю,26
1557,7867, днкмю йюадю,26
1558,2658, днкмю йнгмхжю,11
1559,3153, днкмю йпелемю,7
1560,6686, днкмю йпеоняр,10
1561,2888, днкмю йпсьхжю,1
1562,6953, днкмю йскю,10
1563,5199, днкмю кхомхжю,5
1564,2107, днкмю люкхмю,23
1565,5659, днкмю люпцюрхмю,12
1566,4200, днкмю люуюкю,17
1567,2490, днкмю лекмю,15
1568,5855, днкмю лхрпнонкхъ,16
1569,2213, днкмю мебкъ,23
1570,5130, днкмю нпъунбхжю,5
1571,2892, днкмю пхамхжю,1
1572,3452, днкмю пхйяю,13
1573,2397, днкмю яейхпмю,15
1574,7123, днкмю ярсдемю,19
1575,7931, днкмю усаюбйю,26
1576,1855, днкмх анцпнб,23
1577,3782, днкмх аньмъй,6
1578,3344, днкмх бюдхм,7
1579,5969, днкмх бхр,16
1580,5380, днкмх бзпохыю,8
1581,6483, днкмх цкюбюмюй,27
1582,5036, днкмх дюлъмнбжх,5
1583,5380, днкмх дпюцнивю,8
1584,5870, днкмх дзамхй,16
1585,2558, днкмх йнпхрем,11
1586,3958, днкмх кнл,6
1587,5867, днкмх ксйнбхр,16
1588,5360, днкмх люпемжх,8
1589,5084, днкмх люпъм,5
1590,2028, днкмх нйнк,23
1591,1165, днкмх оюяюпек,23
1592,5360, днкмх пюдйнбжх,8
1593,2413, днкмх пюйнбеж,15
1594,2367, днкмх пнлюмжх,15
1595,5097, днкмх рюмвебжх,5
1596,5350, днкмх рнлвебжх,8
1597,3642, днкмх жхазп,13
1598,9120, днкмх вхткхй,3
1599,6954, днкмх чпсжх,10
1600,7053, днкмн юакюмнбн,19
1601,6422, днкмн аекебн,27
1602,3437, днкмн аекнрхмжх,13
1603,6393, днкмн анребн,27
1604,6389, днкмн бнибндхмн,27
1605,4446, днкмн бзпьхкн,14
1606,6358, днкмн цнкелюмжх,27
1607,2798, днкмн дпюцкхые,1
1608,2944, днкмн дпъмнбн,1
1609,6183, днкмн хгбнпнбн,25
1610,2137, днкмн йюлюпжх,23
1611,2556, днкмн йнахке,11
1612,7926, днкмн йнгюпебн,26
1613,6870, днкмн йзохмнбн,10
1614,4535, днкмн кебяйх,14
1615,3605, днкмн кхмебн,13
1616,6586, днкмн ксйнбн,27
1617,7938, днкмн мнбйнбн,26
1618,6226, днкмн мнбн яекн,25
1619,2212, днкмн мнбн яекн,23
1620,3538, днкмн нгхпнбн,13
1621,2757, днкмн няемнбн,1
1622,6382, днкмн онке,27
1623,6779, днкмн опюунбн,10
1624,7624, днкмн пъунбн,20
1625,6161, днкмн яюупюме,25
1626,2567, днкмн яекн,11
1627,2869, днкмн яоюмвебн,1
1628,6455, днкмн яздхебн,27
1629,2560, днкмн симн,11
1630,3639, днкмн жепнбеме,13
1631,6381, днкмн вепйнбхые,27
1632,5090, днкмн ьхбювебн,5
1633,8342, днкмн ъазкйнбн,2
1634,6573, днкмняекжх,27
1635,4254, днкмнякюб,17
1636,6887, днлхые,10
1637,4357, днлкъм,17
1638,3659, днмдсйнб,13
1639,5342, днмхмн,8
1640,5360, днмйхмн,8
1641,5081, днмйнбжх,5
1642,9354, днмвебн,9
1643,5351, днмвнбжх,8
1644,4641, днпйнбн,14
1645,6472, дняхреебн,27
1646,4831, дняоюр,22
1647,2012, дняоеи,23
1648,5380, днвю,8
1649,6577, дпюахьмю,27
1650,5524, дпюцюмю,12
1651,3534, дпюцюмхжю,13
1652,7773, дпюцюмнбеж,26
1653,8114, дпюцюмнбн,2
1654,5137, дпюцюмнбн,5
1655,9349, дпюцюмнбн,9
1656,6714, дпюцюмнбн,10
1657,5332, дпюцюмнбжх,8
1658,5094, дпюцюмнбжх,5
1659,5081, дпюцюмняйнбжх,5
1660,8489, дпюцюмжх,2
1661,5335, дпюцюмверюрю,8
1662,5952, дпюцюь бнибндю,16
1663,5332, дпюцхебжх,8
1664,5145, дпюцхфебн,5
1665,5094, дпюцхижх,5
1666,4642, дпюцхмнбн,14
1667,2351, дпюцхвебн,15
1668,5097, дпюцмебжх,5
1669,5360, дпюцмебжх,8
1670,2237, дпюцнбхыхжю,23
1671,2564, дпюцнбхыхжю,11
1672,8437, дпюцнбн,2
1673,2625, дпюцндюм,11
1674,8888, дпюцндюмнбн,21
1675,9860, дпюцнебн,28
1676,2208, дпюцнхк,23
1677,5751, дпюцнхжю,12
1678,4293, дпюцнимнбн,17
1679,2554, дпюцнивхмжх,11
1680,2210, дпюцнлюм,23
1681,5343, дпюцнлюмх,8
1682,4184, дпюцнлхп,17
1683,2428, дпюцнлхпнбн,15
1684,5285, дпюцнлхпнбн,5
1685,7419, дпюцнлзф,18
1686,4406, дпюцнп,14
1687,2916, дпюцнярхм,1
1688,2218, дпюцнрхмжх,23
1689,2875, дпюцсь,1
1690,2008, дпюцсьхмнбн,23
1691,8634, дпюфебн,29
1692,3929, дпюфхмжх,6
1693,8324, дпюйю,2
1694,2829, дпюйюрю,1
1695,7782, дпюктю,18
1696,8651, дпюлю,29
1697,4164, дпюмцнбн,17
1698,6860, дпюмцнбн,10
1699,2859, дпюмцнбн,1
1700,5363, дпюмдюпхре,8
1701,8319, дпювебн,2
1702,3267, дпюьюм,7
1703,5648, дпюьйнбю онкъмю,12
1704,2213, дпеюрхм,23
1705,2430, дпем,15
1706,2739, дпемйнбн,1
1707,5562, дпемнб,12
1708,3920, дпемнбеж,6
1709,2895, дпемнбхжю,1
1710,2236, дпемнбн,23
1711,2876, дпемнбн,1
1712,5095, дпемрю,5
1713,9788, дпемжх,28
1714,7834, дпхмнбн,26
1715,6477, дпховебн,27
1716,9641, дпнокю,9
1717,8563, дпнокю,2
1718,2410, дпсцюм,15
1719,3730, дпсфаю,6
1720,2281, дпсфебн,23
1721,6885, дпсфхмжх,10
1722,9815, дпслебн,28
1723,2596, дпслнуюп,11
1724,6820, дпслве,10
1725,2238, дпзлью,23
1726,9173, дпзмдюп,3
1727,4941, дпъмйю,22
1728,8524, дпъмйнбеж,2
1729,6865, дпъмнбю цкюбю,10
1730,7122, дпъмнбеж,19
1731,9392, дпъмнбеж,9
1732,7268, дпъмнбеж,18
1733,4856, дпъмнбеж,22
1734,5370, дпъмнбн,8
1735,4241, дпъмнбн,17
1736,6493, дпъмнбн,27
1737,8652, дпъмнбн,29
1738,5618, дпъмяйю,12
1739,5462, дпъмзр,8
1740,4174, дсбюмкхх,17
1741,6562, дсцюмнбн,27
1742,5094, дсйнбжх,5
1743,7650, дскнбн,20
1744,5345, дслмхжх,8
1745,7623, дсмюбеж,20
1746,5041, дсмюбжх,5
1747,3740, дсмюбжх,6
1748,6145, дсмюбжх,25
1749,4723, дсмебн,22
1750,4990, дсмъ,22
1751,2600, дсомхжю,11
1752,9670, дспюмйскюй,9
1753,5089, дспнбжх,5
1754,5380, дспвю,8
1755,7435, дсунбеж,18
1756,2083, дсьюмжх,23
1757,5455, дсьебн,8
1758,5455, дсьебяйх йнкхах,8
1759,6846, дсьхмйнбн,10
1760,2398, дсьхмжх,15
1761,6714, дсьйю,10
1762,5787, дзаем,12
1763,4349, дзаеме,17
1764,8213, дзамхй,2
1765,2940, дзамхжю,1
1766,8996, дзанбю,21
1767,4969, дзанбю,22
1768,3674, дзанбю люуюкю,13
1769,5973, дзанбюм,16
1770,6554, дзанбеж,27
1771,9551, дзанбхй,9
1772,8449, дзанбхжю,2
1773,8736, дзанбн,29
1774,6178, дзанбн,25
1775,9638, дзапюбю,9
1776,2723, дзапюбю,1
1777,5546, дзапюбю,12
1778,5765, дзапюбюрю,12
1779,9126, дзапюбхмн,3
1780,4472, дзапюбхре,14
1781,7997, дзапюбхжю,26
1782,3916, дзапюбйю,6
1783,6642, дзфдхмн,10
1784,6917, дзфднбмхй,10
1785,6747, дзфднбмхжю,10
1786,5668, дзканй днк,12
1787,4280, дзканй хгбнп,17
1788,6060, дзканйх,25
1789,5745, дзкцю кхбюдю,12
1790,2492, дзкцю ксйю,15
1791,7742, дзкцюв,26
1792,3475, дзкцх дек,13
